slno,nfamily,n_males,n_females,highest_schooling,n_m_deciders,nfd,village_name,union_name,rings,new_q18,q19,s_w,q07,q08,q18,q20,new_q20,q21,q22,q22a,q23,q24,q25,q26,q26o,q27,q27a,taka_paid,q28,q28o,q29,q30,q31,q31o,q3211,q3212,q3213,q3214,q3215,q3216,q3217,q3218,q3219,q32110,q3221,q3222,q3223,q3224,q3225,q3226,q3227,q3228,q3229,q32210,q3231,q3232,q3233,q3234,q3235,q3236,q3237,q3238,q3239,q32310,q331,q332,q333,q33_9,q34,q34o,comments,q35,q35o,q361,q362,q363,q364,q365,q366,q366o,q36_9,q371,q372,q373,q374,q375,q375o,q37_9,q38,q39,q40,q40a,q41,q42,q43,q44,q44o,q45,q45a,q46,q46o,q47,q48,q49,q49o,q5011,q5012,q5013,q5014,q5015,q5016,q5017,q5018,q5019,q50110,q5021,q5022,q5023,q5024,q5025,q5026,q5027,q5028,q5029,q50210,q5031,q5032,q5033,q5034,q5035,q5036,q5037,q5038,q5039,q50310,q511,q512,q513,q52,q52a,q53,q54,q54a,q55,q56,q56o,q571,q572,q573,q57o,q57_9,q581,q582,q583,q584,q585,q586,q586o,q58_9,q59,q60,q61,q61o,q6211,q6212,q6213,q6214,q6215,q6216,q6217,q6218,q6219,q62110,q6221,q6222,q6223,q6224,q6225,q6226,q6227,q6228,q6229,q62210,q6231,q6232,q6233,q6234,q6235,q6236,q6237,q6238,q6239,q62310,q631,q632,q633,q641,q642,q643,q644,q645,q646,q646o,q651,q652,q653,q654,q655,q656,q656o,q661,q662,q663,q664,q665,q666,q666o,q67,q670,base_bid,base_bid_response,higher_bid,higher_bid_response,lower_bid,lower_bid_response,q71,q72,q73,q74,new_q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q8411,q8412,q8413,q8421,q8422,q8423,q8431,q8432,q8433,q8441,q8442,q8443,q8451,q8452,q8453,q8461,q8462,q8463,q8471,q8472,q8473,q8481,q8482,q8483,q8491,q8492,q8493,q84101,q84102,q84103,q84111,q84112,q84113,q84121,q84122,q84123,q84131,q84132,q84133,q84141,q84142,q84143,q84151,q84152,q84153,q84161,q84162,q84163,q8511,q8512,q8513,q8514,q8515,q8516,q8517,q8521,q8522,q8523,q8524,q8525,q8526,q8527,q8531,q8532,q8533,q8534,q8535,q8536,q8537,q8611,q8612,q8613,q8614,q8615,q8616,q8617,q8621,q8622,q8623,q8624,q8625,q8626,q8627,q8631,q8632,q8633,q8634,q8635,q8636,q8637,q871,q872,q873,q874,q875,q876,q877,q878,q879,q8710,q881,q882,q883,q884,q88o,q891,q892,q893,q894,q895,q896,q89o,q89_9,q901,q902,q911,q912,q921,q922,q931,q932,q933,q934,q935,q936,q937,q938,q939,q9310,q9311,q9312,q9313,q941,q942,q943,q944,q945,q946,q947,q94o,q94_9,q951,q952,q953,q954,q955,q956,q957,q95o,q95_9,q96,q96o,q97,q97o,q98,income,farming_income,nfi,brickwalls,mroof,inc,toilet_now,tage,q38_year,n_users_toilet,same_toilet,emptied,hired_sweeper,taka_paid_hat_xb,taka_paid_hat_se,will_hire_sweeper,by_myself,will_hire_sweeper_hat_xb,will_hire_sweeper_hat_se,check,lowest_hypothetical_wtp,lowest_hypothetical_wtp_hat_xb,lowest_hypothetical_wtp_hat_se,hypothetical_wtp_1,hypothetical_wtp_1_hat_xb,hypothetical_wtp_1_hat_se,next_bid,next_bid_response,highest15,highest610,highest1112,highest13
4972,4,3,1,3,1,1,Domnigat,Dakatia,2,1,1,4,BHALUKA,MYMENSINGH,yes,3,3,4,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,400,1,600,0,300,,8,0,5,10,10,9,4,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,1,,,,,2,,2,,150000,150000,0,1,0,1,1923.0769,1,3,,4,1,0,0,358.73816,44.229374,1,0,.84047163,.045223091,1,337,377.23911,11.794286,337,386.35675,12.198464,600,0,0,1,0,0
4973,10,5,5,3,0,3,Domnigat,Dakatia,2,1,1,4,BHALUKA,MYMENSINGH,yes,4,4,10,2,,1,1,6,2,,1,350,350,7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,800,0,1000,,700,0,8,0,8,10,10,10,3,1,2,2,0,70,0,1,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,100,50,30,,,,KG,,,,,,,KG,,,,,,,TK,18,30,18,,,,TK,,,,,,,TK,,,,,,,10,10,8,8,8,9,8,10,8,8,1,2,,,,1,2,3,,,,,,5,1,10,1,2,,10,10,10,8,8,8,10,10,9,9,8,8,8,0,0,1,0,1,0,,,,,,1,,2,,,,,2,,2,,150000,150000,1,1,0,1,1923.0769,1,4,,10,1,1,1,485.61972,88.443192,1,0,.80028993,.064405642,1,337,391.6297,15.693297,350,426.33096,20.652355,700,0,0,1,0,0
5150,3,2,1,1,1,0,Sonakhali,Dakatia,2,1,1,3.4545455,Bhaluka,Mymensingh,yes,4,4,3,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,600,1,700,0,400,,6,5,8,7,7,7,4,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,15,,5,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,5,,,,,2,,2,,62000,62000,0,1,0,1,794.87177,1,4,,3,1,0,0,222.38177,69.567818,1,0,.86755645,.044727791,1,337,350.54642,11.450792,337,359.97214,11.962381,700,0,0,0,0,0
5151,2,2,0,1,1,0,Sonakhali,Dakatia,2,1,1,3.4545455,Bhaluka,mymensingh,yes,5,5,2,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,800,0,1000,,700,0,7,6,6,10,10,10,6,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,15,,5,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,5,,,,,4,soil wall,2,,24000,24000,0,1,1,1,307.69232,1,5,,2,1,0,0,181.2234,77.341187,1,0,.82210749,.048807424,1,337,334.12653,9.4844236,337,336.63959,11.396229,700,0,0,0,0,0
5152,4,3,1,3,2,0,Sonakhali,Dakatia,2,1,2,3.4545455,bhaluka,mymensingh,yes,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,,,,4,5,,,,,2,,,,,,1,4,2,,2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,,800,0,1000,,700,0,7,6,7,10,10,10,6,1,2,1,14,98,0,2,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,150,75,20,,,150,KG,100,50,10,,,50,TK,,,,,,,TK,19,22,30,,,3,TK,19,22,30,,,2,10,5,10,10,5,6,10,5,6,10,1,2,3,,,1,2,3,,,,,,20,1,30,2,15,,10,5,10,8,10,6,5,6,10,5,6,6,10,1,1,1,0,0,0,,,,1,2,3,,,,,,,4,Soil Wall,2,,240000,240000,1,0,1,1,3076.9231,1,.083333336,.083333336,4,0,0,0,270.50507,78.027527,1,0,.91995668,.063956432,1,337,367.30066,17.920641,337,365.37579,18.032585,700,0,0,1,0,0
5156,3,1,2,2,1,1,Sonakhali,Dakatia,2,1,1,3.4545455,Bhaluka,Mymensingh,yes,4,4,3,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,800,0,1000,,700,0,8,8,7,10,10,10,10,1,2,2,0,31,0,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,15,8,5,,,,KG,10,,,,,,TK,,,,,,,TK,20,32,20,,,,TK,20,,,,,,10,5,8,7,6,8,5,6,4,3,1,2,,,,,2,3,4,,,,,10,1,15,1,5,,10,7,8,9,10,5,6,7,8,5,4,3,4,0,0,1,0,0,0,7,Van Driver,,,,3,,,,7,van Driver,,4,Soil Wall,2,,60000,60000,1,0,1,1,769.23077,1,4,,3,1,0,0,244.3076,28.79808,1,0,.83427417,.049800105,1,337,352.95538,11.904861,337,347.45749,12.785146,700,0,1,0,0,0
5157,5,2,3,2,1,1,Sonakhali,Dakatia,2,1,1,3.4545455,bhaluka,Mymensingh,yes,3,3,5,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,600,0,700,,400,1,8,8,4,9,9,10,5,1,2,1,60,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,KG,30,15,10,,,150,KG,,,,,,,KG,,,,,,,TK,16,36,18,,,1,TK,,,,,,,TK,,,,,,,8,10,8,6,7,6,8,8,6,6,1,2,,,,1,2,3,4,,,,,15,1,20,,10,1,8,9,8,10,10,6,7,7,8,10,6,7,6,1,0,0,0,1,0,,,,1,,,,5,,,,,4,Soil Wall,2,,65000,65000,1,1,1,1,833.33331,1,3,,5,1,0,0,290.93561,33.938999,1,0,.84835202,.039838571,1,337,353.1557,7.8643064,337,361.25043,8.3026638,400,1,1,0,0,0
5158,5,3,2,4,2,1,Sonakhali,Dakatia,2,1,1,3.4545455,Bhaluka,Mymensingh,yes,3,3,5,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,700,0,800,,600,1,8,6,5,9,9,10,6,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,15,,5,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,5,,,,,4,Soil,2,,180000,180000,0,1,1,1,2307.6924,1,3,,5,1,0,0,361.0174,46.66095,1,0,.89955586,.044874813,1,337,363.77298,10.957256,337,376.6777,12.85236,600,1,0,0,1,0
5159,5,2,3,3,1,1,Sonakhali,Dakatia,2,1,1,3.4545455,Bhaluka,Mymensingh,yes,3,3,11,1,6,1,3,2,2,,1,600,600,4,,2,2,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,700,0,800,,600,1,8,6,5,10,10,10,8,1,2,2,0,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,10,,2,,,,,,,,,,,,,,,0,0,0,0,1,1,,,,,,,,5,6,,,,4,Soil Wall,2,,144000,144000,0,1,1,1,1846.1538,1,3,,11,1,1,1,339.81641,40.028149,1,0,.83068734,.03924318,1,337,364.52252,7.0856867,600,374.90268,7.2762065,600,1,0,1,0,0
5160,5,3,2,3,1,1,Sonakhali,Dakatia,2,1,1,3.4545455,Bhaluka,Mymensingh,yes,2,2,5,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,600,0,700,,400,1,8,6,5,10,10,10,9,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,10,,2,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,5,,,,,4,Soil Wall,2,,120000,120000,0,1,1,1,1538.4615,1,2,,5,1,0,0,303.65463,44.916542,1,0,.81936252,.045778152,1,337,364.03046,8.3526354,337,371.39551,8.3869171,400,1,0,1,0,0
5161,4,2,2,2,1,0,Sonakhali,Dakatia,2,1,1,3.4545455,DAKATIA,MYMENSINGH,yes,5,5,4,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,400,0,600,,300,1,6,7,7,9,9,10,10,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,10,,2,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,,,,,1,,,,4,SOIL,2,,120000,120000,0,1,1,1,1538.4615,1,5,,4,1,0,0,335.47638,39.866943,1,0,.91971344,.046237066,1,337,348.40976,9.7827244,337,360.72189,12.033631,300,1,1,0,0,0
5162,4,2,2,2,1,1,Sonakhali,Dakatia,2,1,1,3.4545455,BHALUKA,MYMENSINGH,yes,2,2,4,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,600,0,700,,400,1,8,6,5,10,10,10,8,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,30,,15,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,1,,,,,4,SOIL WALL,2,,72000,72000,0,1,1,1,923.0769,1,2,,4,1,0,0,265.05756,35.532639,1,0,.83677548,.042132296,1,337,353.44461,8.1882458,337,354.59152,8.7898741,400,1,1,0,0,0
5163,2,0,2,1,0,1,Sonakhali,Dakatia,2,1,1,3.4545455,BHALUKA,MYMENSINGH,yes,1,1,2,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,400,1,600,0,300,,8,5,6,10,10,10,6,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,20,,10,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,1,,,,,4,SOIL WALL,2,,84000,84000,0,1,1,1,1076.9231,1,1,,2,1,0,0,162.97748,80.431778,1,0,.77984607,.049934473,1,337,345.10971,8.1213408,337,337.1618,10.159888,600,0,0,0,0,0
5164,2,1,1,1,1,0,Sonakhali,Dakatia,2,1,1,3.4545455,BHALUKA,MYMENSINGH,yes,2,2,2,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,700,0,800,,600,1,8,8,7,9,9,10,7,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,10,,2,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,1,,,,,4,SOIL WALL,2,,36000,36000,0,1,1,1,461.53845,1,2,,2,1,0,0,128.95105,79.673561,1,0,.82122487,.046384774,1,337,336.74875,9.825798,337,332.58334,11.123714,600,1,0,0,0,0
5166,5,2,3,3,1,1,Sonakhali,Dakatia,2,1,1,3.4545455,BHALUKA,MYMENSINGH,yes,4,4,5,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,600,0,700,,400,1,6,5,6,10,10,10,6,1,2,1,0,56,0,2,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,100,50,10,,,100,KG,50,20,,,,50,TK,,,,,,,TK,19,25,30,,,3,TK,19,25,,,,2,10,5,10,10,5,6,5,10,5,10,1,2,3,,,1,2,3,4,,,,,10,1,15,1,5,,10,5,10,10,10,5,4,6,10,58,6,7,10,0,1,0,0,1,0,,,,,2,,,2,,,,,2,,2,,210000,210000,1,1,0,1,2692.3076,1,4,,5,1,0,0,429.45276,62.92659,1,0,.87844276,.039379146,1,337,380.21921,11.926652,337,398.17249,12.869148,400,1,0,1,0,0
5167,5,1,4,3,1,1,Sonakhali,Dakatia,2,1,1,3.4545455,BHALUKA,MYMENSINGH,yes,4,4,5,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,400,1,600,0,300,,8,7,6,10,10,10,6,1,2,2,0,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,KG,20,18,15,,,100,KG,,,,,,,KG,,,,,,,TK,16,36,21,,,1.00,TK,,,,,,,TK,,,,,,,8,10,7,6,7,8,8,9,6,5,1,2,,,,1,2,,,,,,,15,2,20,,10,1,8,10,8,9,10,8,6,7,8,9,6,4,5,0,1,0,0,1,0,,,,,2,,,1,,,,,4,SOIL WALL,2,,80000,80000,1,1,1,1,1025.641,1,4,,5,1,0,0,317.08841,29.315216,1,0,.80734456,.039713494,1,337,360.72101,7.5585856,337,371.63672,7.8707614,600,0,0,1,0,0
5168,5,3,2,3,2,2,Sonakhali,Dakatia,2,1,1,3.4545455,BAHALUKA,MYMENSINGH,yes,4,4,5,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,700,0,800,,600,0,9,8,6,10,10,10,4,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,20,,10,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,1,,,,,4,SOIL,2,,120000,120000,0,1,1,1,1538.4615,1,4,,5,1,0,0,365.86215,39.853809,1,0,.76468426,.045347445,1,337,368.0127,6.2367277,337,377.25937,7.9485617,600,0,0,1,0,0
5170,3,2,1,3,0,1,Pasgaon,Dakatia,2,1,1,3.8181818,BHALUKA,MYMENSINGH,yes,4,4,5,1,2,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,,700,0,800,,600,0,4,4,2,10,10,10,6,1,2,2,35,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,KG,,,,,,,KG,20,10,5,0,0,400,KG,,,,,,,TK,,,,,,,TK,20,30,16,0,0,3,TK,,,,,,,10,10,10,6,7,6,10,10,7,10,1,2,3,,,1,2,3,,,,,,5,2,10,,2,,10,10,10,6,7,10,10,6,10,10,6,7,10,1,0,0,0,1,0,,,,2,,,,1,,,,,4,SOIL,2,,60000,60000,1,1,1,1,769.23077,1,4,,5,1,0,0,282.78128,28.675116,1,0,.77453732,.047893871,1,337,358.28204,7.6214662,337,359.02188,7.4424648,600,0,0,1,0,0
5176,5,1,4,2,1,2,Pasgaon,Dakatia,2,1,1,3.8181818,BHALUKA,MYMENSINGH,yes,4,4,5,2,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,700,0,800,,600,0,7,7,6,10,10,10,9,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KG,,,,,,,KG,,,,,,,KG,,,,,,,TK,,,,,,,TK,,,,,,,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,20,,10,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,1,,,,,4,SOIL,2,,30000,30000,0,1,1,1,384.61539,1,4,,5,1,0,0,309.62015,37.683418,1,0,.77801549,.05237966,1,337,356.10919,6.8565707,337,362.76047,7.5696006,600,0,1,0,0,0
